1.64579e+09	1.27279	-0.785398
1.64579e+09	1.27279	-0.785398
1.64579e+09	0.145781	3.14159
1.64579e+09	0.145781	3.14159
1.64579e+09	0.145781	3.14159
1.64579e+09	0.145781	3.14159
1.64579e+09	0.14578	3.14159
1.64579e+09	0.14578	3.14159
1.64579e+09	0.14578	-0.000262528
1.64579e+09	0.14583	-0.00651874
1.64579e+09	0.145803	-0.0151702
1.64579e+09	0.145703	-0.0316032
1.64579e+09	0.145669	-0.0479431
1.64579e+09	0.144524	-0.0652535
1.64579e+09	0.143034	-0.0848378
1.64579e+09	0.139762	-0.104408
1.64579e+09	0.139698	-0.116473
1.64579e+09	0.136883	-0.125819
1.64579e+09	0.131537	-0.132332
1.64579e+09	0.128531	-0.13573
1.64579e+09	0.123468	-0.137153
1.64579e+09	0.12013	-0.134377
1.64579e+09	0.114602	-0.131041
1.64579e+09	0.111298	-0.126122
1.64579e+09	0.106688	-0.12177
1.64579e+09	0.103404	-0.113146
1.64579e+09	0.0988003	-0.10581
1.64579e+09	0.0987021	-0.0916839
1.64579e+09	0.0900564	-0.0882318
1.64579e+09	0.0899306	-0.0763463
1.64579e+09	0.0813494	-0.0721914
1.64579e+09	0.0812333	-0.0633763
1.64579e+09	0.0778304	-0.0558925
1.64579e+09	0.0711709	-0.0532687
1.64579e+09	0.0677901	-0.049194
1.64579e+09	0.067732	-0.0421453
1.64579e+09	0.0617199	-0.0390767
1.64579e+09	0.0584255	-0.0353627
1.64579e+09	0.0534521	-0.0350899
1.64579e+09	0.0500393	-0.0331905
1.64579e+09	0.0451032	-0.0309452
1.64579e+09	0.044569	-0.0226144
1.64579e+09	0.0411504	-0.0190561
1.64579e+09	0.037919	-0.0182107
1.64579e+09	0.0333641	-0.0187285
1.64579e+09	0.0324379	-0.0169346
1.64579e+09	0.0304776	-0.0152717
1.64579e+09	0.0297711	-0.013547
1.64579e+09	0.0278706	-0.0140536
1.64579e+09	0.0276401	-0.0124635
1.64579e+09	0.0267084	-0.0114949
1.64579e+09	0.0293329	-0.00946751
1.64579e+09	0.0261741	-0.00962849
1.64579e+09	0.028864	-0.00741578
1.64579e+09	0.0269036	-0.00538632
1.64579e+09	0.0297804	-0.00271896
1.64579e+09	0.0277459	-0.000323013
